video,source_video,rollout_h5_error,rollout_h5_p95,rollout_h5_max,observed_frames,frames,video_sha256,simulation_metadata
guidance-experiments-report/qualitative/cleaned-rollout5-s0p10/shard-2/videos/00000/037.mp4,00000/037.mp4,1.488164846828981,4.968884640224075,7.081324081046604,5,49,733831188416cbcc7f2f007223e7a583948d2787cdd5c99eeac2db87b8d682ec,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/cleaned-rollout5-s0p10/shard-3/videos/00000/871.mp4,00000/871.mp4,0.8116154277902747,2.2958758280546174,5.27381070931329,5,49,2d5a3d970d1f1fad90dea48347772d7ee836c2414ee7c543b81b4089b59edac1,data/bounce/eval_49f_5n_0c/00000/871.npz
guidance-experiments-report/qualitative/continuous-window-full/baseline/videos/00000/037.mp4,00000/037.mp4,0.9376843020700228,2.8996632844983945,3.492190116843464,5,49,0783b7ee62f02f2a129c1b2e12b8cf3b32558e648afe8bf473d84b098dca3006,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/continuous-window-full/baseline/videos/00000/164.mp4,00000/164.mp4,1.0548761863693412,2.8013572449024755,4.173878522273538,5,49,6f946ebdf4b97da2250aeed4598ba8f06a69fc202be48408a7795e2e34c239a0,data/bounce/eval_49f_5n_0c/00000/164.npz
guidance-experiments-report/qualitative/continuous-window-full/baseline/videos/00000/828.mp4,00000/828.mp4,0.9219052911549385,2.9554308417578308,5.347396667001666,5,49,8d5463576fe4c82154f594e5fcf980381b940ab22be8280600b6281bc9045819,data/bounce/eval_49f_5n_0c/00000/828.npz
guidance-experiments-report/qualitative/continuous-window-full/baseline/videos/00000/871.mp4,00000/871.mp4,0.771929524766715,2.0692892614426497,5.39754385657088,5,49,11a946fd7e2be03b7f9ab648e49d5330b9f3d03816da5351a5ca64e0f21a05a4,data/bounce/eval_49f_5n_0c/00000/871.npz
guidance-experiments-report/qualitative/continuous-window-full/guided/videos/00000/037.mp4,00000/037.mp4,0.8909778848015452,2.786139554030211,3.8809649233316423,5,49,b8e7f9167531daa7a15d1a5fae1697b382093542546bbbeb028709b7a22f4dcc,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/continuous-window-full/guided/videos/00000/164.mp4,00000/164.mp4,1.068602157225146,2.714007333954233,4.1726377156165775,5,49,f9eb0f8ac6fcb096497d8efb4ef32622da2a2111235a601efe1bbb386e36962d,data/bounce/eval_49f_5n_0c/00000/164.npz
guidance-experiments-report/qualitative/continuous-window-full/guided/videos/00000/828.mp4,00000/828.mp4,0.9430897758325567,2.9707699137186743,5.335986330046976,5,49,a71e6319f63fd6267a990c0651fc6b63f6897599a287dbc9279431fae9ba57ab,data/bounce/eval_49f_5n_0c/00000/828.npz
guidance-experiments-report/qualitative/continuous-window-full/guided/videos/00000/871.mp4,00000/871.mp4,0.814263383893818,2.234213613109005,5.367359048844657,5,49,f5110ebcade6a56cc209c4242796aa8f245b33cc15611ac9cca8f18281ed00bb,data/bounce/eval_49f_5n_0c/00000/871.npz
guidance-experiments-report/qualitative/runs/5ball-49f/diffusion/videos/00000/037.mp4,00000/037.mp4,0.8602376545441421,2.3467950508107136,3.512275208866505,5,49,c56937f7d2abed2cca017fa8701d1b4ad79a2e765253b9e616870038a4208870,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/runs/5ball-49f/diffusion/videos/00000/164.mp4,00000/164.mp4,1.0548761863693412,2.8013572449024755,4.173878522273538,5,49,6f946ebdf4b97da2250aeed4598ba8f06a69fc202be48408a7795e2e34c239a0,data/bounce/eval_49f_5n_0c/00000/164.npz
guidance-experiments-report/qualitative/runs/5ball-49f/diffusion/videos/00000/828.mp4,00000/828.mp4,1.2502867864072646,4.086894572780919,8.022814315518794,5,49,5b5b2059ab99672053936bb299bc1557cfcfb77bd24e5405fd24c88e43445778,data/bounce/eval_49f_5n_0c/00000/828.npz
guidance-experiments-report/qualitative/runs/5ball-49f/diffusion/videos/00000/871.mp4,00000/871.mp4,0.771929524766715,2.0692892614426497,5.39754385657088,5,49,11a946fd7e2be03b7f9ab648e49d5330b9f3d03816da5351a5ca64e0f21a05a4,data/bounce/eval_49f_5n_0c/00000/871.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p003/videos/00000/037.mp4,00000/037.mp4,0.8768229197525294,2.9111410901695827,3.574134292107511,5,49,e9646db2caf5a33eb6cf3917327d8c100d2dc6b9a9978d3df9df40ce9c8e6874,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p003/videos/00000/164.mp4,00000/164.mp4,1.0432851916860815,2.665444952564384,4.224800060985555,5,49,c2140ce0fbd6e23d3b2e22728999bc22da5fac3546393503df7a62ffcebbea3f,data/bounce/eval_49f_5n_0c/00000/164.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p003/videos/00000/828.mp4,00000/828.mp4,1.4175009669567,4.943896823027305,7.510676107288191,5,49,5dc0521aa695f6e718ed768a34c427f3c055df95b822dc801a5ea28293b7f8f7,data/bounce/eval_49f_5n_0c/00000/828.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p003/videos/00000/871.mp4,00000/871.mp4,0.7664581011358019,2.2734189495600754,5.391285402352121,5,49,460eadddeb9dcb20b2369cbc9676f860279476092204c345233c2ee396571ef2,data/bounce/eval_49f_5n_0c/00000/871.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p01/videos/00000/037.mp4,00000/037.mp4,0.8130841108171493,2.4518712069605137,3.440409035215859,5,49,10cdbafb3eea07b4aa1f6968f296445e022c2fc02fcfc19639ed7e20eb8407f1,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p01/videos/00000/164.mp4,00000/164.mp4,1.0653388737718172,2.6569166028552433,4.760759579156481,5,49,86c32a390574321350e65c1e01c980aaf33a1f4b79e3842d52701371525cf245,data/bounce/eval_49f_5n_0c/00000/164.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p01/videos/00000/828.mp4,00000/828.mp4,1.4233646291447155,4.594352386531629,8.470495485796834,5,49,8597c002ce22b30660cad0c976568784a57682f773fec394f80740b50e055705,data/bounce/eval_49f_5n_0c/00000/828.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p01/videos/00000/871.mp4,00000/871.mp4,0.785568975314509,2.146231294506485,5.381838255342418,5,49,a7ea0369e3211f5239ce5a404d0f9a24adfc69addd510007fa4808afe8f333b1,data/bounce/eval_49f_5n_0c/00000/871.npz
